sampleID,pond,doy,treatment,chl_before,phyco_before,chl_after,phyco_after,chl_final,phyco_final
E20A1501B1,A,150,control,4324.7,764.95,,,2425.6,354.09
E20A1501B2,A,150,control,4153.4,726.67,,,2216.2,386.74
E20A1502B1,A,150,no3,4474.2,733.06,,,2664.5,432.16
E20A1502B2,A,150,no3,4125.7,723.09,,,2313.2,460.55
E20A1503B1,A,150,nh4,4080,617.39,,,2167.6,523.02
E20A1503B2,A,150,nh4,4108.7,640.76,,,2727.3,478.28
E20A1504B1,A,150,p,4236.2,674.85,,,1645,220
E20A1504B2,A,150,p,4107.7,731.62,,,1784.9,271.82
E20A1505B1,A,150,no3p,4224.8,664.88,,,3728.8,617.39
E20A1505B2,A,150,no3p,4666.4,737.32,,,3487,625.91
E20A1506B1,A,150,nh4p,3890.6,654.98,,,3715.4,595.4
E20A1506B2,A,150,nh4p,4089.6,719.52,,,3099.5,526.53
E20B1501B1,B,150,control,4300,490.38,,,3526,348.45
E20B1501B2,B,150,control,4464.6,466.94,,,3555.6,328.59
E20B1502B1,B,150,no3,4455.1,497.46,,,2354.2,347.7
E20B1502B2,B,150,no3,4343.8,472.58,,,2840.7,287.42
E20B1503B1,B,150,nh4,4330.5,438.56,,,4070.6,530.79
E20B1503B2,B,150,nh4,4412.3,476.84,,,3307,456.45
E20B1504B1,B,150,p,4409.5,471.2,,,2201.8,262.54
E20B1504B2,B,150,p,4613.1,466.94,,,2460.8,273.95
E20B1505B1,B,150,no3p,4554.1,493.2,,,4755,567.7
E20B1505B2,B,150,no3p,4243.8,503.85,,,4319.9,476.84
E20B1506B1,B,150,nh4p,4409.5,450.58,,,6857.9,586.12
E20B1506B2,B,150,nh4p,4785.5,498.14,,,4834.9,567.7
E20C1501B1,C,150,control,947.17,241.31,,,359.84,115.67
E20C1501B2,C,150,control,946.26,152.58,,,678.74,112.85
E20C1502B1,C,150,no3,859.62,139.79,,,685.45,132.71
E20C1502B2,C,150,no3,1050.9,207.9,,,458.86,158.28
E20C1503B1,C,150,nh4,908.17,124.88,,,828.24,139.79
E20C1503B2,C,150,nh4,947.17,256.91,,,602.57,125.64
E20C1504B1,C,150,p,876.79,174.57,,,1224.2,254.02
E20C1504B2,C,150,p,894.87,184.54,,,1591.6,254.02
E20C1505B1,C,150,no3p,947.17,166.8,,,575.96,92.99
E20C1505B2,C,150,no3p,939.55,163.23,,,1036.6,137.66
E20C1506B1,C,150,nh4p,885.32,162.54,,,1319.4,107.9
E20C1506B2,C,150,nh4p,967.18,192.3,,,1773.4,149.76
E20D1501B1,D,150,control,818.7,170.31,,,2929.1,204.4
E20D1501B2,D,150,control,879.63,137.66,,,2542.7,224.28
E20D1502B1,D,150,no3,801.53,132.71,,,2669.2,249.83
E20D1502B2,D,150,no3,788.23,188.23,,,1737.3,183.09
E20D1503B1,D,150,nh4,832,205.77,,,1833.5,223.57
E20D1503B2,D,150,nh4,715.91,135.53,,,1936.2,295.19
E20D1504B1,D,150,p,768.22,132.71,,,2554,484.67
E20D1504B2,D,150,p,751.05,154.02,,,3305.2,328.59
E20D1505B1,D,150,no3p,1069,186.67,,,2298.9,277.46
E20D1505B2,D,150,no3p,903.4,182.41,,,1863.9,225.7
E20D1506B1,D,150,nh4p,1098.6,173.13,,,1839.2,206.53
E20D1506B2,D,150,nh4p,854.85,183.09,,,1612.6,285.29
E20E1501B1,E,150,control,3640.3,325.7,,,1866.8,278.9
E20E1501B2,E,150,control,3676.4,377.53,,,2216.2,217.18
E20E1502B1,E,150,no3,3836.4,332.1,,,1494.5,155.4
E20E1502B2,E,150,no3,4186.7,377.53,,,1446.9,171.75
E20E1503B1,E,150,nh4,3617.4,273.2,,,1456.5,188.8
E20E1503B2,E,150,nh4,3935.4,372.58,,,1263.2,138.42
E20E1504B1,E,150,p,3796.4,363.3,,,1923.9,220.69
E20E1504B2,E,150,p,4014.4,351.27,,,1919.2,257.59
E20E1505B1,E,150,no3p,3671.6,346.32,,,1782.1,289.55
E20E1505B2,E,150,no3p,3617.4,348.45,,,1458,239.18
E20E1506B1,E,150,nh4p,3745.9,356.98,,,2555.1,244.12
E20E1506B2,E,150,nh4p,3590.8,338.49,,,1669.7,263.3
E20F1501B1,F,150,control,1000.4,177.39,,,584.49,113.54
E20F1501B2,F,150,control,495.93,161.1,,,1038.5,144.74
E20F1502B1,F,150,no3,594.04,154.71,,,969.11,184.54
E20F1502B2,F,150,no3,495.02,131.27,,,1306,188.04
E20F1503B1,F,150,nh4,626.44,146.19,,,1102.3,227.08
E20F1503B2,F,150,nh4,642.59,180.27,,,1237.5,253.33
E20F1504B1,F,150,p,721.6,163.92,,,2456,487.49
E20F1504B2,F,150,p,552.09,198.01,,,2140,453.47
E20F1505B1,F,150,no3p,497.86,172.44,,,1168.9,259.04
E20F1505B2,F,150,no3p,616.89,186.67,,,2894.9,369
E20F1506B1,F,150,nh4p,552.09,146.19,,,981.5,222.13
E20F1506B2,F,150,nh4p,572.1,126.32,,,1497.4,261.17
E20A1551B1,A,155,control,4226.9,748.66,,,2618.8,540
E20A1551B2,A,155,control,3596.5,683.37,,,2710.2,511.62
E20A1552B1,A,155,no3,3979.2,720.96,,,4450.4,1174.4
E20A1552B2,A,155,no3,4545.6,713.2,,,4030.6,989.21
E20A1553B1,A,155,nh4,4653.1,757.87,,,5325.3,1273
E20A1553B2,A,155,nh4,4514.2,706.8,,,4558.9,1255.3
E20A1554B1,A,155,p,4313.3,708.93,,,2632.2,581.86
E20A1554B2,A,155,p,4443.7,828.11,,,2535.1,556.36
E20A1555B1,A,155,no3p,4889.3,769.21,,,5227.2,1217.6
E20A1555B2,A,155,no3p,4295.1,716.01,,,5008.2,970.03
E20A1556B1,A,155,nh4p,4613.1,755.05,,,5561.3,1229
E20A1556B2,A,155,nh4p,4594.1,740.82,,,6380.9,1237.5
E20B1551B1,B,155,control,1466.9,220,,,2009.6,332.85
E20B1551B2,B,155,control,1545,212.16,,,1870.5,259.73
E20B1552B1,B,155,no3,1498.3,210.03,,,2140.9,199.38
E20B1552B2,B,155,no3,1389.8,202.96,,,1405.1,241.99
E20B1553B1,B,155,nh4,1528.8,211.48,,,2239,330.72
E20B1553B2,B,155,nh4,1519.3,231.34,,,1876.3,264.67
E20B1554B1,B,155,p,1511.7,230.65,,,1309.8,220
E20B1554B2,B,155,p,1507.9,250.52,,,1047.1,248.38
E20B1555B1,B,155,no3p,1557.4,241.31,,,2024.8,475.46
E20B1555B2,B,155,no3p,1586,215.74,,,2205.7,540.76
E20B1556B1,B,155,nh4p,1529.8,226.39,,,2429.3,547.84
E20B1556B2,B,155,nh4p,1529.8,202.27,,,2408.4,404.47
E20C1551B1,C,155,control,412.24,120.62,,,882.48,173.13
E20C1551B2,C,155,control,456.93,90.86,,,750.14,131.27
E20C1552B1,C,155,no3,432.15,83.78,,,613.03,88.73
E20C1552B2,C,155,no3,391.22,97.25,,,537.87,92.23
E20C1553B1,C,155,nh4,499.79,52.51,,,885.32,158.28
E20C1553B2,C,155,nh4,389.39,68.11,,,824.38,163.23
E20C1554B1,C,155,p,393.42,57.53,,,1097.5,252.65
E20C1554B2,C,155,p,447.38,75.26,,,735.82,123.51
E20C1555B1,C,155,no3p,425.55,57.53,,,835.86,112.16
E20C1555B2,C,155,no3p,417.93,117.11,,,672.04,131.27
E20C1556B1,C,155,nh4p,451.24,80.89,,,1181.3,123.51
E20C1556B2,C,155,nh4p,447.38,93.68,,,720.59,128.45
E20D1551B1,D,155,control,437.94,99.38,,,1116.6,143.37
E20D1551B2,D,155,control,486.48,134.16,,,1203.3,219.31
E20D1552B1,D,155,no3,562.66,102.89,,,1241.4,191.62
E20D1552B2,D,155,no3,442.71,100.07,,,1184.2,179.52
E20D1553B1,D,155,nh4,419.86,114.98,,,1237.5,225.7
E20D1553B2,D,155,nh4,520.71,128.45,,,1239.4,168.18
E20D1554B1,D,155,p,500.7,96.49,,,2307.4,401.65
E20D1554B2,D,155,p,548.34,109.28,,,2549.3,276.08
E20D1555B1,D,155,no3p,552.09,159.66,,,2204.7,364.74
E20D1555B2,D,155,no3p,497.86,118.49,,,1556.4,247.7
E20D1556B1,D,155,nh4p,499.79,106.46,,,1458.4,215.05
E20D1556B2,D,155,nh4p,472.16,150.45,,,2032.4,301.58
E20E1551B1,E,155,control,890.09,212.16,,,1446,271.82
E20E1551B2,E,155,control,1026.1,220.69,,,1924.9,442.82
E20E1552B1,E,155,no3,1060.5,207.22,,,2262.8,389.62
E20E1552B2,E,155,no3,1112.6,230.65,,,1874.4,375.4
E20E1553B1,E,155,nh4,974.8,222.13,,,1571.6,278.9
E20E1553B2,E,155,nh4,1329.8,284.54,,,1449.8,324.33
E20E1554B1,E,155,p,1056.6,211.48,,,3701.2,659.93
E20E1554B2,E,155,p,951.95,215.74,,,4210.5,769.21
E20E1555B1,E,155,no3p,966.27,261.17,,,2348.5,551.41
E20E1555B2,E,155,no3p,1035.7,254.78,,,2425.6,568.38
E20E1556B1,E,155,nh4p,1011.9,245.57,,,2241.8,424.33
E20E1556B2,E,155,nh4p,920.56,222.82,,,1711.6,407.35
E20F1551B1,F,155,control,655.89,152.58,,,1601.2,230.65
E20F1551B2,F,155,control,757.76,188.04,,,1744.9,383.23
E20F1552B1,F,155,no3,697.84,182.41,,,1431.7,255.46
E20F1552B2,F,155,no3,755.83,168.93,,,1677.4,301.58
E20F1553B1,F,155,nh4,747.3,219.31,,,1484.1,366.19
E20F1553B2,F,155,nh4,1047.1,207.9,,,2525.5,404.47
E20F1554B1,F,155,p,723.53,192.3,,,2523.6,520.14
E20F1554B2,F,155,p,691.13,163.92,,,2450.4,455.6
E20F1555B1,F,155,no3p,818.7,178.14,,,1719.2,603.92
E20F1555B2,F,155,no3p,736.84,194.43,,,2003.9,550.65
E20F1556B1,F,155,nh4p,825.4,181.65,,,1365.1,554.23
E20F1556B2,F,155,nh4p,789.14,210.79,,,1432.7,560.62
E20A1671B1,A,167,control,8255.4,2237.3,9504.4,1919.4,8721.8,1881.9
E20A1671B2,A,167,control,9845.1,2343.1,8812.2,1786.8,8761.9,1766.1
E20A1672B1,A,167,no3,9305.4,2376.4,10009,2203.3,9584.3,2393.4
E20A1672B2,A,167,no3,9699.5,2379.3,10570,2385.7,9941.3,2334.5
E20A1673B1,A,167,nh4,10134,2460.8,11010,2964.7,10800,2959
E20A1673B2,A,167,nh4,9723.3,2287,12098,3369.9,11011,3037.1
E20A1674B1,A,167,p,10410,2420.4,9405.4,1939.3,11410,2051.4
E20A1674B2,A,167,p,10777,2150.1,10053,2160,9060.8,1791
E20A1675B1,A,167,no3p,9491,2099.7,12479,2746.8,10614,2516.9
E20A1675B2,A,167,no3p,10393,2157.9,12915,3206.6,9998.4,2255.1
E20A1676B1,A,167,nh4p,9968.9,2230.3,11180,2688.6,11016,2282
E20A1676B2,A,167,nh4p,9504.4,2405.5,11965,3071.8,12599,2380
E20B1671B1,B,167,control,1164.2,252.65,863.38,269.69,720.59,151.89
E20B1671B2,B,167,control,1277.5,305.84,1093.8,202.27,825.4,177.39
E20B1672B1,B,167,no3,1176.6,246.94,878.62,221.44,926.25,167.49
E20B1672B2,B,167,no3,1268,317.18,950.02,166.8,594.95,166.8
E20B1673B1,B,167,nh4,1268,276.08,1199.4,142.68,957.63,176.01
E20B1673B2,B,167,nh4,1210.9,339.18,1418.4,345.57,992.88,202.27
E20B1674B1,B,167,p,1340.3,302.34,1115.6,171.75,1387,200.82
E20B1674B2,B,167,p,1188,288.8,1168,210.79,1008.1,120.62
E20B1675B1,B,167,no3p,1376.5,290.93,1629.7,214.3,5216.7,447.08
E20B1675B2,B,167,no3p,1352.7,307.97,1151.9,205.77,8459.1,369
E20B1676B1,B,167,nh4p,1374.6,321.44,1275.6,325.02,1970.5,409.48
E20B1676B2,B,167,nh4p,1223.3,342.75,1350.8,317.94,1677.4,469.07
E20C1671B1,C,167,control,891.01,189.48,548.34,102.89,631.11,128.45
E20C1671B2,C,167,control,1076.6,227.77,612.12,112.16,597.8,134.85
E20C1672B1,C,167,no3,1073.8,239.91,692.12,114.98,689.7,122.75
E20C1672B2,C,167,no3,1048.1,256.15,814.84,110.03,907.26,112.85
E20C1673B1,C,167,nh4,1044.2,246.25,1452.6,239.86,1133.7,178.14
E20C1673B2,C,167,nh4,1099.5,217.87,1458.4,266.12,1780.1,189.48
E20C1674B1,C,167,p,1168,212.92,980.48,127.01,729.22,144.05
E20C1674B2,C,167,p,1139.5,245.57,721.6,149.76,1017.6,128.45
E20C1675B1,C,167,no3p,1178.5,254.78,793.91,166.05,1608.8,276.77
E20C1675B2,C,167,no3p,1126.1,247.7,811.08,239.86,1188,871.41
E20C1676B1,C,167,nh4p,1085.2,246.25,698.75,209.35,990.95,291.68
E20C1676B2,C,167,nh4p,1120.4,236.29,1202.3,422.2,1080.5,692.58
E20D1671B1,D,167,control,892.04,204.4,1117.5,342.06,1160.4,354.85
E20D1671B2,D,167,control,811.08,203.64,1219.4,340.62,951.95,315.95
E20D1672B1,D,167,no3,713.98,215.74,1251.8,331.41,1634.5,1034.6
E20D1672B2,D,167,no3,701.59,256.91,1020.5,310.79,1545,1008.3
E20D1673B1,D,167,nh4,693.98,212.16,1326.1,482.54,2618.8,779.18
E20D1673B2,D,167,nh4,709.21,185.22,1659.2,369.69,1803.9,398.83
E20D1674B1,D,167,p,774.92,196.56,1735.4,277.46,2239,392.44
E20D1674B2,D,167,p,738.77,226.39,1240.3,273.95,1534.6,327.15
E20D1675B1,D,167,no3p,748.21,201.51,1145.2,249.83,4154.4,848.73
E20D1675B2,D,167,no3p,819.61,210.03,1247,241.99,1155.6,523.71
E20D1676B1,D,167,nh4p,710.13,208.66,856.78,258.28,1050.9,674.85
E20D1676B2,D,167,nh4p,787.31,188.8,946.26,217.87,1072.9,476.84
E20E1671B1,E,167,control,1050.9,275.33,1675.4,367.56,1624,312.92
E20E1671B2,E,167,control,1068.1,285.29,1494.5,388.89,2006.7,375.4
E20E1672B1,E,167,no3,980.48,239.86,1737.3,662.06,2211.4,1045.2
E20E1672B2,E,167,no3,1174.6,281.72,1896.2,536.49,2547.4,923.23
E20E1673B1,E,167,nh4,987.19,268.25,2291.3,478.97,2790.2,725.91
E20E1673B2,E,167,nh4,990.03,277.46,2300.9,483.23,2271.3,579.79
E20E1674B1,E,167,p,900.55,276.77,1876.3,518.01,2124.7,439.24
E20E1674B2,E,167,p,1010.9,268.93,1900.1,536.49,2356.1,378.21
E20E1675B1,E,167,no3p,1195.7,268.25,1820.1,571.27,2941.5,1781.7
E20E1675B2,E,167,no3p,1180.9,214.3,1932.5,596.08,3165.3,1886.1
E20E1676B1,E,167,nh4p,1189.9,298.08,1575.5,540,2525.5,1818.6
E20E1676B2,E,167,nh4p,1033.8,291.68,2008.6,597.53,2679.7,1846.3
E20F1671B1,F,167,control,477.85,152.58,756.84,316.49,806.3,234.91
E20F1671B2,F,167,control,491.26,166.05,879.63,287.42,852.92,271.82
E20F1672B1,F,167,no3,501.72,182.41,804.37,277.46,703.52,241.89
E20F1672B2,F,167,no3,512.18,191.62,820.63,305.84,833.02,403.09
E20F1673B1,F,167,nh4,516.95,151.89,971.95,337.04,955.8,304.47
E20F1673B2,F,167,nh4,486.48,173.88,912.95,326.46,791.07,218.61
E20F1674B1,F,167,p,516.95,196.56,970.02,399.52,1488.9,349.83
E20F1674B2,F,167,p,512.18,189.48,1100.4,438.56,882.48,241.99
E20F1675B1,F,167,no3p,511.16,185.22,811.99,332.85,1414.6,665.64
E20F1675B2,F,167,no3p,485.47,218.56,925.34,364.05,1404.1,649.28
E20F1676B1,F,167,nh4p,511.16,169.92,972.87,322.89,1055.7,803.99
E20F1676B2,F,167,nh4p,496.95,164.67,552.09,203.64,630.26,315.81
E20A1711B1,A,171,control,12622,2966.8,,,6124.9,1644.8
E20A1711B2,A,171,control,12009,2651.7,,,10312,2309.7
E20A1712B1,A,171,no3,11996,2716.3,,,9404.4,2282.8
E20A1712B2,A,171,no3,11531,2912.2,,,11691,2876.7
E20A1713B1,A,171,nh4,12618,2544.6,,,10013,3077.5
E20A1713B2,A,171,nh4,10340,2762.4,,,12235,3176.9
E20A1714B1,A,171,p,11989,2495.6,,,9392,2325.3
E20A1714B2,A,171,p,11425,2433.2,,,7813.7,1787.4
E20A1715B1,A,171,no3p,12224,2519.7,,,12315,3375.6
E20A1715B2,A,171,no3p,12121,2700,,,12695,3213
E20A1716B1,A,171,nh4p,11804,2724.1,,,13558,3445.8
E20A1716B2,A,171,nh4p,11762,2578.6,,,12341,3514.6
E20B1711B1,B,171,control,1206.1,228.52,,,1645.9,313.68
E20B1711B2,B,171,control,1418.4,268.93,,,1351.8,241.31
E20B1712B1,B,171,no3,1328,255.46,,,1436.5,239.18
E20B1712B2,B,171,no3,1237.5,188.04,,,1168,223.57
E20B1713B1,B,171,nh4,1249.9,256.15,,,1592.6,246.94
E20B1713B2,B,171,nh4,1321.3,224.26,,,2031.4,276.77
E20B1714B1,B,171,p,1273.7,212.92,,,3985.8,852.23
E20B1714B2,B,171,p,1241.4,272.65,,,4240.9,794.78
E20B1715B1,B,171,no3p,1354.6,252.65,,,6842.6,933.81
E20B1715B2,B,171,no3p,1259.4,251.96,,,4493.2,820.34
E20B1716B1,B,171,nh4p,1321.3,219.31,,,5691.7,679.79
E20B1716B2,B,171,nh4p,1128,246.94,,,3377.5,916.08
E20C1711B1,C,171,control,747.3,198.68,,,667.37,207.22
E20C1711B2,C,171,control,665.44,172.44,,,903.4,146.19
E20C1712B1,C,171,no3,723.53,154.02,,,628.27,133.4
E20C1712B2,C,171,no3,640.66,158.28,,,675.9,158.28
E20C1713B1,C,171,nh4,757.76,138.42,,,973.88,238.42
E20C1713B2,C,171,nh4,633.04,117.11,,,683.52,176.7
E20C1714B1,C,171,p,628.27,210.79,,,1727.7,1033.2
E20C1714B2,C,171,p,608.26,171.75,,,2430.3,866.46
E20C1715B1,C,171,no3p,691.13,154.02,,,1172.8,783.44
E20C1715B2,C,171,no3p,615.88,124.88,,,1685.9,767.08
E20C1716B1,C,171,nh4p,693.06,176.7,,,4978.8,795.46
E20C1716B2,C,171,nh4p,629.28,179.52,,,3476.5,934.57
E20D1711B1,D,171,control,1506.9,362.61,,,2558.8,1490.1
E20D1711B2,D,171,control,1333.7,339.18,,,2031.4,1087.8
E20D1712B1,D,171,no3,1307,310.7,,,3383.2,1444
E20D1712B2,D,171,no3,1267,324.33,,,3295.7,1339.7
E20D1713B1,D,171,nh4,1390.8,341.31,,,5402.4,1808
E20D1713B2,D,171,nh4,1374.6,300.21,,,4151.4,1950.7
E20D1714B1,D,171,p,1358.5,318.63,,,3323.3,1077.1
E20D1714B2,D,171,p,1212.7,263.3,,,6282,1346.8
E20D1715B1,D,171,no3p,1366,268.2,,,3231.9,1302.1
E20D1715B2,D,171,no3p,1181.3,369,,,2535.1,1153.8
E20D1716B1,D,171,nh4p,1298.4,278.9,,,2968.2,1496.5
E20D1716B2,D,171,nh4p,1420.3,306.6,,,1891.5,936.7
E20E1711B1,E,171,control,1407.9,385.36,,,3349.9,1224.8
E20E1711B2,E,171,control,1392.7,415.12,,,2576,1194.3
E20E1712B1,E,171,no3,1417.5,428.59,,,4181,1744.9
E20E1712B2,E,171,no3,1561.2,383.23,,,4006.8,1684.6
E20E1713B1,E,171,nh4,1455.5,399.52,,,7767,2572.3
E20E1713B2,E,171,nh4,1519.3,382.47,,,7376.7,2012.4
E20E1714B1,E,171,p,1476.5,398.83,,,6235.3,908.32
E20E1714B2,E,171,p,1347,369.69,,,6117.3,1038.1
E20E1715B1,E,171,no3p,1385.1,382.47,,,4304.7,2299.7
E20E1715B2,E,171,no3p,1434.5,405.22,,,5600.3,2110.3
E20E1716B1,E,171,nh4p,1778.2,445.64,,,3605,2097.5
E20E1716B2,E,171,nh4p,1628.7,414.43,,,4526.5,2792.9
E20F1711B1,F,171,control,752.07,239.18,,,2069.5,1180.7
E20F1711B2,F,171,control,733.99,253.33,,,2129.5,1351.8
E20F1712B1,F,171,no3,902.48,266.12,,,2221.8,1600
E20F1712B2,F,171,no3,835.86,244.12,,,3263.3,1778.9
E20F1713B1,F,171,nh4,823.47,215.74,,,2874,1707.2
E20F1713B2,F,171,nh4,805.39,254.78,,,3586,1809.4
E20F1714B1,F,171,p,872.02,247.7,,,2649.3,979.24
E20F1714B2,F,171,p,885.32,208.66,,,2076.7,669.14
E20F1715B1,F,171,no3p,842.46,265.43,,,2106.7,1850.6
E20F1715B2,F,171,no3p,823.45,232.03,,,3268,1789.6
E20F1716B1,F,171,nh4p,847.23,260.41,,,2160.9,2338.8
E20F1716B2,F,171,nh4p,887.25,311.55,,,2927.2,3629.6
E20A1751B1,A,175,control,15325,4312.9,,,15894,4499.5
E20A1751B2,A,175,control,24578,5820.8,,,18890,4442.1
E20A1752B1,A,175,no3,21937,4867.1,,,20119,5241.7
E20A1752B2,A,175,no3,24456,4540,,,19428,5076.4
E20A1753B1,A,175,nh4,22120,4794.7,,,20109,5974
E20A1753B2,A,175,nh4,21998,4471.2,,,18677,5044.5
E20A1754B1,A,175,p,22313,4513,,,13525,3326.6
E20A1754B2,A,175,p,21348,4119.2,,,15884,4274.6
E20A1755B1,A,175,no3p,22760,4558.4,16971,4999.1,15508,4424.3
E20A1755B2,A,175,no3p,21785,4639.3,19357,4880.6,14919,4588.2
E20A1756B1,A,175,nh4p,20271,4154,18250,5080.6,17194,4965
E20A1756B2,A,175,nh4p,21876,4502.4,16310,4005,20353,4416.5
E20B1751B1,B,175,control,2813,669.9,,,2455,530.79
E20B1751B2,B,175,control,2923.4,644.33,,,2656.9,501.72
E20B1752B1,B,175,no3,2921.5,642.2,,,2833,493.2
E20B1752B2,B,175,no3,2604.5,724.54,,,2515,520.14
E20B1753B1,B,175,nh4,2919.7,628.04,,,2955.8,635.12
E20B1753B2,B,175,nh4,2637.8,666.32,,,2989.1,650.72
E20B1754B1,B,175,p,2703.5,664.88,,,2671.2,502.41
E20B1754B2,B,175,p,2881.6,737.32,,,2649.3,615.26
E20B1755B1,B,175,no3p,2620.7,669.14,2935.8,594.64,3111.9,949.48
E20B1755B2,B,175,no3p,2776.9,568.38,3103.08,727.216,4016.2,919.66
